"OPDIV","CFDA Number","CFDA Program Title","Award Number","Award Title","Action Date","Recipient Name","City","Approp Code","Award Amount","Country_code_2","Country","Type","Class"
"CDC",93.067,"Global AIDS","NU2GGH002131","Center of Excellence for Comprehensive Integrated HIV Care and Treatment Services in Lilongwe, Malawi under the President?s Emergency Plan for AIDS Relief (PEPFAR)","8/25/2020","The Lighthouse Trust","LILONGWE","CV",0,"MW","Malawi","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002003","Achieving HIV Epidemic Control through Scaling up Quality Testing, Care and Treatment in Malawi under the President???????????s Plan for AIDS Relief (PEPFAR)","8/25/2020","The Lighthouse Trust","LILONGWE","CV",0,"MW","Malawi","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002040","Increasing the Capacity of the Lusaka Province Health Office (LPHO) to Provide Comprehensive and Sustainable HIV and AIDS Prevention, Care and Treatment Support in the Republic of Zambia","8/25/2020","Lusaka Provincial Health Office","LUSAKA","CV",0,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002021","GH17-1723 Strengthening the National Institutes of Health in the Republic of Mozambique under the President's Emergency Plan for AIDS Relief (PEPFAR)","8/25/2020","National Institute of Health, Mozambique","MAPUTO","CV",0,"MZ","Mozambique","Health Department","State Government"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000051","Building Capacity for National Public Health Institutes Regionally through Mozambique National Institute of Health","8/25/2020","National Institute of Health, Mozambique","MAPUTO","CV",275000,"MZ","Mozambique","Health Department","State Government"
"CDC",93.326,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention","U01GH002084","CONDUCTING PUBLIC HEALTH RESEARCH IN THAILAND: TECHNICAL COLLABORATION WITH THE MINISTRY OF PUBLIC HEALTH","8/25/2020","MINISTRY PUBLIC HEALTH THAILAND","NONTHABURI","CV",0,"TH","Thailand","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001923","Technical Collaboration to Strengthen and Expand Capacity to Assess, Prevent and Mitigate the Effects of Public Health Threats","8/25/2020","MINISTRY PUBLIC HEALTH THAILAND","NONTHABURI","CV",0,"TH","Thailand","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001923","Technical Collaboration to Strengthen and Expand Capacity to Assess, Prevent and Mitigate the Effects of Public Health Threats","8/25/2020","MINISTRY PUBLIC HEALTH THAILAND","NONTHABURI","CV",0,"TH","Thailand","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002100","Global Action towards HIV Epidemic Control in Subnational units in Nigeria (4GATES PROJECT)","8/24/2020","CATHOLIC CARITAS FOUNDATION OF NIGERIA CCFN","ABUJA","CV",3e+05,"NG","Nigeria","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000053","Advancing Efforts and Strategies to Protect and Improve Public Health Component 1 ? Global Health Security Priorities (GHSA Project)","8/24/2020","AMREF Tanzania","DAR ES SALAAM","CV",150000,"TZ","Tanzania","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001353","Strengthen Uganda Ministry of Health Capacity to Execute its Essential Public Health Functions through Provision of Technical Assistance, Public Health Workforce Development and Institutional","8/24/2020","MAKERERE UNIVERSITY SCHOOL OF PUBLIC HEALTH","KAMPALA","CV",0,"UG","Uganda","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002234","Strengthening the Zambia Ministry of Health's Capacity to Provide Leadership to the National HIV/AIDS Response through Coordination, Policy Development, Mentorship and Training under PEPFAR","8/24/2020","MINISTRY OF HEALTH","LUSAKA","CV",425000,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001920","GH16-1670 Capacity Building and Strengthening Implementation of HIV Combination Prevention and Treatment Servi","8/24/2020","CTR FOR INFECTIOUS DISEASE RESCH IN ZAMBIA","MANKANTA CLOSE","CV",0,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002034","GH16-1620:Supporting the Implementation and Expansion of High Quality, Sustainable and Comprehensive HIV Prevention, Care and Treatment Programs in Faith-Based Organization Facilities","8/24/2020","Christian Health Assciation  of Kenya","NAIROBI","CV",2e+05,"KE","Kenya","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000050","Enhancing Global Health Security and Supporting Vietnam in Achieving Compliance with International Health Regulations, 2020-2024","8/22/2020","General Dept of Preventive Medicine, Ministry of Health","HA NOI","CV",120000,"VN","Viet-Nam","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000045","Strengthening Partnerships for Preparedness and Response in Uganda","8/22/2020","INFECTIOUS DISEASES INSTITUTE AT MAKERERE UNIVERSITY","KAMPALA","CV",980000,"UG","Uganda","Research Institution, Foundation and Laboratory","Foreign Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000038","Strengthening IHR implementation in DRC through enhanced Global Health Security.","8/22/2020","African Field Epidemology Network Limited AFENET -CDC","KAMPALA","CV",662832,"UG","Uganda","Other Social Services Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000046","Improving Health Security and Building International Health Regulations core capacities in the Republic of Uganda","8/22/2020","BAYLOR COLLEGE OF MEDICINE CHILDRENS FDN - UGANDA","KAMPALA","CV",520000,"UG","Uganda","Junior College, College & University","Foreign Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000017","Advancing Capacity for Epidemic Preparedness & Response in Nigeria (ACEPRIN)","8/21/2020","NIGERIA CENTRE FOR DISEASE CONTROL","Abuja","CV",375000,"NG","Niger","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002293","Coordination and Strengthening of the Kingdom of Eswatini Ministry of Health's HIV and TB Programs under the President's Emergency Plan for AIDS Relief (PEPFAR)","8/21/2020","Swaziland Ministry of Health","MBABANE","CV",359160,"CH","Switzerland","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002236","Strengthening Federal Ministry of Health Capabilities in Technical Assistance for Service Delivery and Execution of Core Public Health Functions to Achieve and Sustain HIV Epidemic Control in Ethiopia, under PEPFAR - 2020","8/20/2020","Ministry of Health Federal Republic of Ethiopia","ADDIS ABABA","CV",215000,"ET","Ethiopia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.283,"Centers for Disease Control and Prevention Investigations and Technical Assistance","NU50CK000495","Sustaining the Expansion of the Overseas Health Assessment and Management of U.S.-Bound Refugees, Non-Immigrant Visa Applicants and other Migrant Populations","8/20/2020","INTERNATIONAL ORGANIZATION FOR MIGRATION","GENEVA 19","CV",0,"CH","Switzerland","Other Special Interest Organization","Non-Profit Public Non-Government Organizations"
"CDC",93.067,"Global AIDS","NU2GGH002279","Acceleration towards Epidemic Control of Comprehensive HIV,TB and Related Infections including Prevention, Treatment and Retention prisoners and Staff of Uganda Prisons Service(UPS) under PEPFAR.","8/20/2020","Uganda Prison Services","KAMPALA","CV",50000,"UG","Uganda","Law Enforcement Agency ( Including Criminal Rehabilitation )","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001620","GH15-1584, Swaziland:   ""Support for Health Systems Strengthening of Leadership, Governance and Quality Improvement in the MOH in the Kingdom of Swaziland""","8/20/2020","Swaziland Ministry of Health","MBABANE","CV",0,"CH","Switzerland","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002280","Strengthening the Government of Uganda's Capacity for Regionally Centered and District Implemented HIV and TB Programming through HIS, CBS, M&E and QI support","8/19/2020","MAKERERE UNIVERSITY SCHOOL OF PUBLIC HEALTH","KAMPALA","CV",2e+05,"UG","Uganda","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002309","Attaining and sustaining HIV epidemic control in the West and West Nile regions of Uganda through optimization of high impact interventions to achieve UNAIDS 95:95:95 targets.","8/19/2020","INFECTIOUS DISEASES INSTITUTE AT MAKERERE UNIVERSITY","KAMPALA","CV",837500,"UG","Uganda","Research Institution, Foundation and Laboratory","Foreign Profit Organization"
"CDC",93.283,"Centers for Disease Control and Prevention Investigations and Technical Assistance","U01IP001048","IP16-003, Research on the Epidemiology,Prevention,Vaccine Effectiveness and Treatment of Influenza and Other Respiratory Viruses in South Africa.09","8/18/2020","NATIONAL INSTITUTE FOR COMMUNICABLE DISEASES","JOHANNESBURG","CV",3520431,"ZA","South Africa, Union of","Research Institution, Foundation and Laboratory","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002177","GH19-1932 Building and Improving Laboratory Capacity and Quality in the Democratic Republic of Congo (DRC) under the President's Emergency Plan for AIDS Relief (PEPFAR)","8/18/2020","Global Health Systems Solutions","LIMBE","CV",465267,"CM","Cameroon","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002177","GH19-1932 Building and Improving Laboratory Capacity and Quality in the Democratic Republic of Congo (DRC) under the President's Emergency Plan for AIDS Relief (PEPFAR)","8/18/2020","Global Health Systems Solutions","LIMBE","CV",-465267,"CM","Cameroon","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002277","Strengthening Public health Systems and Services Delivery and Providing Technical Assistance to Improve Health Outcomes in Haiti under the President?s Emergency Plan for Aids Relief (PEPFAR) and other","8/18/2020","Ministry of Health Haiti","PORT AU PRINCE","CV",1600000,"HT","Haiti","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002098","Improving Comprehensive AIDS Response Enhanced for Sustainability (iCARES)","8/17/2020","AIDS PREVENTION INITIATIVE","ABUJA","CV",1550000,"NG","Nigeria","Community Action Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002177","GH19-1932 Building and Improving Laboratory Capacity and Quality in the Democratic Republic of Congo (DRC) under the President's Emergency Plan for AIDS Relief (PEPFAR)","8/17/2020","Global Health Systems Solutions","LIMBE","CV",465267,"CM","Cameroon","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001919","Supporting the National School of Public Health (SPH) to Strengthen Human Resources for Health (HRH","8/17/2020","National School of Public Health","LUANDA","CV",0,"AO","Angola","Other Educational Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002175","Assisting the Namibia Ministry of Health and Social Services to Achieve Epidemic Control under the President's Emergency Plan for AIDS Relief (PEPFAR)","8/17/2020","Ministry of Health & Social Services","WINDHOEK","CV",250000,"NA","Namibia","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002147","AFYA KWANZA Project for Provision of Comprehensive HIV Prevention, Care, Treatment, and Support services in the United Republic of Tanzania","8/14/2020","Management and Development for Health","DAR ES SALAAM","CV",0,"TZ","Tanzania","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001981","Programmatic Implementation and Technical Assistance (TA) for HIV/AIDS and Tuberculosis (TB) Prevention, Care, andTreatment Services throughout the Health System in South Africa under PEPFAR","8/14/2020","The Aurum Institute NPC","JOHANNESBURG","CV",0,"ZA","South Africa, Union of","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001617","GH15-1600, Zambia: Strengthening the Zambia Ministry of Health Capacity to Provide Leadership to the National HIV/AIDS Response through Coordination, Policy Development, Mentorship and Training","8/14/2020","MINISTRY OF HEALTH","LUSAKA","CV",0,"ZM","Zambia","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001977","Advancing Community-based HIV Test, Linkage to and Retention in Care to Achieve Epidemic Control in Namibia","8/14/2020","D.A.P.P Namibia","OSHAKATI","CV",0,"NA","Namibia","Other Special Interest Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001979","Strengthening HIV/AIDS, STI and TB Laboratory Services in the Namibian Institute of Pathology (NIP)","8/14/2020","Namibia Institute of pathology","WINDHOEK","CV",0,"NA","Namibia","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000004","Accelerating Sustainability of Public Health Systems in India to Prevent, Detect, and Respond to Infectious Disease Outbreaks and Other Public Health Emergencies","8/13/2020","Voluntary Health Services","CHENNAI","CV",1196934,"IN","India","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000006","Accelerating Sustainability of Public Health Systems in India to Prevent, Detect, and Respond to Infectious Disease Outbreaks and Other Public Health Emergencies","8/13/2020","Share India","HYDERABAD, ANDHRA PRADESH","CV",120000,"IN","India","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001957","GH16-1690: Supporting Implementation of Comprehensive HIV Prevention, Care and Treatment Programs in Bomu Hospi","8/13/2020","Eastern Deanery AIDS Relief Program","NAIROBI","CV",3e+05,"KE","Kenya","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002094","Delivery High Quality HIV Prevention, Care and Treatment Services in Trinidad and Tobago under the President's Emergency Plan for AIDS Relief (PEPFAR).","8/13/2020","MOH, Trinidad and Tobago","PORT-OF-SPAIN","CV",0,"TT","Trinidad & Tobago","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001937","Reducing Nosocomial and Community-Acquired Tuberculosis by Strengthening the Capacity of the South African Department of Health to Improve Implementation of Infection Control and Waste Management","8/13/2020","Council for Scientific & Industrial Research","SILVERTON","CV",1e+06,"ZA","South Africa, Union of","Research Institution, Foundation and Laboratory","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002140","GH18-1805 Supporting HIV-Related Laboratory Networks and Partnerships to Facilitate Laboratory Strengthening and Management Activities for Countries Supported under PEPFAR","8/12/2020","African Field Epidemology Network Limited AFENET -CDC","KAMPALA","CV",0,"UG","Uganda","Other Social Services Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH002104","Protecting and Improving Public Health Globally: Cooperative Agreement between Ministry of Agriculture of Georgia and US Centers for Disease Control and Prevention - 2017","8/10/2020","The Ministry of Environmental Protection and Agricultur","TBILISI","CV",30000,"GE","Georgia","Other Social Services Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001978","Assisting the Ministry of Health and Social Services (MOHSS) in Providing Critical Human Resources for Health to Achieve HIV Epidemic Control in Namibia under PEPFAR.","8/7/2020","Potentia Namibia Recruitment consultancy","WINDHOEK","CV",0,"NA","Namibia","Other Special Interest Organization","Foreign Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001924","Reinforcing Capacity at Two Centers of Excellence to Sustain the Delivery of Comprehensive HIV Clinical Services in Haiti under the President?s Emergency Plan for AIDS Relief (PEPFAR)","8/6/2020","Les Centres GHESKIO","PORT-AU-PRINCE","CV",550000,"HT","Haiti","Other Health Organization","Foreign Non-Profit Organization"
"NIH",93.31,"Trans-NIH Research Support","U54HG009824","COVID-19 and Serological responses in a South African birth cohort study","8/6/2020","UNIVERSITY OF CAPE TOWN LUNG INSTITUTE","CAPE TOWN","C3",399346,"ZA","South Africa, Union of","Research Institution, Foundation and Laboratory","Foreign Profit Organization"
"CDC",93.326,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention","U01GH002243","Surveillance and research for the innovation and sustainability of public health actions","8/4/2020","UNIVERSIDAD DEL VALLE DE GUATEMALA","GUATEMALA GUTEMALA","CV",996333,"GT","Guatemala","Junior College, College & University","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002131","Center of Excellence for Comprehensive Integrated HIV Care and Treatment Services in Lilongwe, Malawi under the President?s Emergency Plan for AIDS Relief (PEPFAR)","8/4/2020","The Lighthouse Trust","LILONGWE","CV",190000,"MW","Malawi","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU19GH001627","Strengthening the Diagnostics Transport Network in Liberia through strengthening a coordinated national diagnostic network across 15 counties of Liberia.","8/4/2020","RIDERS FOR HEALTH LIBERIA","MONROVIA","CV",150000,"LR","Liberia","Other Health Organization","Non-Profit Private Non-Government Organizations"
"CDC",93.067,"Global AIDS","NU2GGH001620","GH15-1584, Swaziland:   ""Support for Health Systems Strengthening of Leadership, Governance and Quality Improvement in the MOH in the Kingdom of Swaziland""","8/3/2020","Swaziland Ministry of Health","MBABANE","CV",0,"CH","Switzerland","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000002","The proposed project aims at reinforcing the preparedness and response system inthe western and the south-western part of Cote d?Ivoire in order to face Public HealthEmergency of International Conce","7/31/2020","Aconda VS Cote D` Ivoire","ABIDJAN","CV",295000,"CI","Ivory Coast","Other Social Services Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2HGH000001","< Strengthen Public Health Laboratory Systems for prioritize diseases, Antimicrobial Resistance and outbreaks detection and surveillance in Cote d?Ivoire?","7/31/2020","Aconda VS Cote D` Ivoire","ABIDJAN","CV",820000,"CI","Ivory Coast","Other Social Services Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001632","BUILDING CAPACITY FOR A SUSTAINABLE, COUNTRY-LED RESPONSE TO THE HIV/AIDS EPIDEMIC IN GUYANA: A TECHNICAL ASSISTANCE SUPPORT MODEL TO THE GUYANA MINISTRY OF HEALTH (MOH) UNDER  PEPFAR","7/30/2020","Ministry of Health","GEORGETOWN","CV",0,"GY","Guyana","Health Department","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001353","Strengthen Uganda Ministry of Health Capacity to Execute its Essential Public Health Functions through Provision of Technical Assistance, Public Health Workforce Development and Institutional","7/30/2020","MAKERERE UNIVERSITY SCHOOL OF PUBLIC HEALTH","KAMPALA","CV",240000,"UG","Uganda","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002094","Delivery High Quality HIV Prevention, Care and Treatment Services in Trinidad and Tobago under the President's Emergency Plan for AIDS Relief (PEPFAR).","7/30/2020","MOH, Trinidad and Tobago","PORT-OF-SPAIN","CV",0,"TT","Trinidad & Tobago","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002148","Provision of Comprehensive HIV Prevention, Care, Treatment, and Support Programs in the United Republic of Tanzania under the President's Emergency Plan for AIDS Relief (PEPFAR- Afya Kamilifu","7/29/2020","AMREF Tanzania","DAR ES SALAAM","CV",0,"TZ","Tanzania","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002177","GH19-1932 Building and Improving Laboratory Capacity and Quality in the Democratic Republic of Congo (DRC) under the President's Emergency Plan for AIDS Relief (PEPFAR)","7/29/2020","Global Health Systems Solutions","LIMBE","CV",0,"CM","Cameroon","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001977","Advancing Community-based HIV Test, Linkage to and Retention in Care to Achieve Epidemic Control in Namibia","7/29/2020","D.A.P.P Namibia","OSHAKATI","CV",0,"NA","Namibia","Other Special Interest Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001609","STRENGTHENING THE HEALTHCARE SYSTEM OF VIETNAM THROUGH CAPACITY BUILDING, POLICY DEVELOPMENT AND QUALITY IMPROVEMENT OF LABORATORY AND CLINICAL SERVICES UNDER PEPFAR","7/28/2020","Vietnam Administration for Medical Services VAMS","HANOI","CV",0,"VN","Viet-Nam","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002140","GH18-1805 Supporting HIV-Related Laboratory Networks and Partnerships to Facilitate Laboratory Strengthening and Management Activities for Countries Supported under PEPFAR","7/28/2020","African Field Epidemology Network Limited AFENET -CDC","KAMPALA","CV",5436100,"UG","Uganda","Other Social Services Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001663","Strengthening Clinical Services for Men Who Have Sex with Men, Transgender, and Bisexual Populations Living with HIV/STI in the Dominican Republic under PEPFAR","7/28/2020","Centro de Orientacion e Investigacion Integral","SANTO DOMINGO","CV",0,"DO","Dominican Republic","Other Social Services Organization","Foreign Non-Profit Organization"
"CDC",93.283,"Centers for Disease Control and Prevention Investigations and Technical Assistance","NU50CK000495","Sustaining the Expansion of the Overseas Health Assessment and Management of U.S.-Bound Refugees, Non-Immigrant Visa Applicants and other Migrant Populations","7/27/2020","INTERNATIONAL ORGANIZATION FOR MIGRATION","GENEVA 19","CV",380351,"CH","Switzerland","Other Special Interest Organization","Non-Profit Public Non-Government Organizations"
"CDC",93.083,"Prevention of Disease, Disability, and Death through Immunization and Control of Respiratory and Related Diseases","U01IP001064","Research on the Epidemiology, Vaccine Effectiveness and Treatment of Influenza and Other Respiratory Viruses in Southeast Asia and the Western Pacific","7/27/2020","UNIVERSITY OF HONG KONG","HONG KONG","CV",0,"HK","Hong Kong","Junior College, College & University","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001990","Partnering with Regional Institutes to Strengthen Essential Public Health Functions in Vietnam","7/25/2020","Institute of Hygiene and Epidemiology of Tay Nguyen","BUON MA THUOT","CV",0,"VN","Viet-Nam","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001989","STRENGTHENING ESSENTIAL PUBLIC HEALTH FUNCTIONS IN THE NORTH OF VIETNAM","7/25/2020","NATL INSTITUTE OF HYGIENE AND EPIDEMIOLOGY IN VIETN","HA NOI","CV",0,"VN","Viet-Nam","Welfare Department","State Government"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001992","PI HCMC partnering with CDC to strengthen essential Public Health Functions in southern region Vietnam","7/25/2020","Pasteur Institute of Ho Chi Minh","HO CHI MINH DISTRICT 3","CV",0,"VN","Viet-Nam","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001991","Partnering with Regional Institutes to strengthen Essential Public Health Functions in Vietnam","7/25/2020","Pasteur Institute in Nha Trang","NHA TRANG CITY","CV",0,"VN","Viet-Nam","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001919","Supporting the National School of Public Health (SPH) to Strengthen Human Resources for Health (HRH","7/24/2020","National School of Public Health","LUANDA","CV",0,"AO","Angola","Other Educational Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.326,"Strengthening Public Health through Surveillance, Epidemiologic Research, Disease Detection and Prevention","U01GH002084","CONDUCTING PUBLIC HEALTH RESEARCH IN THAILAND: TECHNICAL COLLABORATION WITH THE MINISTRY OF PUBLIC HEALTH","7/23/2020","MINISTRY PUBLIC HEALTH THAILAND","NONTHABURI","CV",2712119,"TH","Thailand","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001462","Technical Assistance to Implement Quality Management Systems (QMS) in India's National AIDS Control Program (NACP) Laboratories, Strengthening its Laboratory Testing Network for HIV","7/22/2020","Share India","HYDERABAD, ANDHRA PRADESH","CV",0,"IN","India","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH002203","This projects aims at implementing Technical and Science Support Services (TSSS) in the Republic of Rwanda under PEPFAR whereby HIV, Laboratory and strategic information activities will be implemented","7/22/2020","Treatment & Research AIDS Center","KIGALI","CV",1745000,"RW","Rwanda, Republic of","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001488","GH15-1504, Botswana:  BUILDING SUSTAINABLE CAPACITY FOR HEALTHCARE WORKERS TO UTILIZE HEALTH INFORMATION SYSTEMS AND HEALTH INFORMATION FOR IMPROVED HEALTH OUTCOMES, PROGRAM AREA C: INFORMATICS","7/21/2020","Botswana Harvard AIDS Institute","GABORONE","CV",0,"BW","Botswana","Other Health Organization","Foreign Non-Profit Organization"
"CDC",93.067,"Global AIDS","NU2GGH001919","Supporting the National School of Public Health (SPH) to Strengthen Human Resources for Health (HRH","7/21/2020","National School of Public Health","LUANDA","CV",65500,"AO","Angola","Other Educational Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH001643","GH15-1527:  Strengthening and Enhancing National HIV/AIDS Prevention, Diagnosis, Care,Treatment, Monitoring &Surveillance of Communicable & Non-communicable Diseases","7/21/2020","Ministry of Health Haiti","PORT AU PRINCE","CV",616500,"HT","Haiti","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002175","Assisting the Namibia Ministry of Health and Social Services to Achieve Epidemic Control under the President's Emergency Plan for AIDS Relief (PEPFAR)","7/17/2020","Ministry of Health & Social Services","WINDHOEK","CV",0,"NA","Namibia","Other Special Interest Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
"CDC",93.067,"Global AIDS","NU2GGH002027","Capacity Building, Strengthening Health and Strategic Information Systems, and Increasing Quality HIV/AIDS Services through Support Programs Conducted by the Government of Botswana under the President","7/16/2020","Government of Botswana Ministry of Finance","GABORONE","CV",0,"BW","Botswana","Other Special Interest Organization","Foreign Non-Profit Organization"
"CDC",93.318,"Protecting and Improving Health Globally: Building and Strengthening Public Health Impact, Systems, Capacity and Security","NU2GGH001923","Technical Collaboration to Strengthen and Expand Capacity to Assess, Prevent and Mitigate the Effects of Public Health Threats","7/16/2020","MINISTRY PUBLIC HEALTH THAILAND","NONTHABURI","CV",85000,"TH","Thailand","Other Health Organization","International ( U.S. & Foreign OR Two/More Foreign Organizations )"
